,Gender2,Gender3,CountC,CountV,Start,End,start_letter,end_letter,plu_pattern,aug_vowel,source,derived_cat,semantic_cat,human,animate,semantic,sexgen
240,Masculine,Masculine,5,0,1,1,m,d,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
241,Masculine,Masculine,4,1,1,0,ʁ,i,Internal,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
242,Masculine,Masculine,3,2,1,1,d,l,External,A,Native,Underived,5-DIM,N,N,Motion & Transportation,
243,Masculine,Masculine,3,2,1,1,s,g,External,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
244,Masculine,Neutral,5,2,1,0,g,u,Internal,A,Native,Azddayru,,Y,Y,Spatial Relations,NonSpec
245,Masculine,Masculine,4,1,1,1,d,l,External,A,Native,Underived,5-POLY,Y,Y,Possession & Trade,NonSpec
246,Masculine,Masculine,4,1,1,1,s,r,External,A,Arabic-Assimilated,Underived,5-POLY,Y,Y,Possession & Trade,NonSpec
247,Feminine,Feminine,3,1,1,0,s,u,Mixed,A,Native,Underived,,N,N,Food & Drink,
248,Masculine,Masculine,3,0,1,1,s,l,Internal,A,Native,Instrumental Nouns,5-DIM,N,N,Physical Acts & Materials,
249,Masculine,Masculine,4,1,1,1,s,l,Internal,A,Native,Instrumental Nouns,5-DIM,N,N,Physical Acts & Materials,
250,Masculine,Masculine,4,1,1,1,f,d,External,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
251,Masculine,Masculine,3,1,1,1,ʕ,n,External,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
252,Masculine,Masculine,3,2,1,0,f,u,Internal,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
253,Feminine,Feminine,3,2,1,0,q,a,Mixed,A,Native,Underived,1-AUG,N,N,Body Parts & Functions,
254,Feminine,Feminine,2,2,1,0,ʁ,i,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
255,Feminine,Feminine,3,1,1,0,ʁ,i,No Plural,A,Native,Underived,,N,N,Emotion,
256,Masculine,Masculine,4,1,1,1,b,ħ,External,A,Arabic-Assimilated,Agentives,5-POLY,Y,Y,Language & Music,NonSpec
257,Masculine,Masculine,3,1,1,1,n,d,External,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
258,Masculine,Masculine,3,1,1,1,f,s,External,A,Native,Underived,,N,N,Physical World,
259,Masculine,Masculine,3,1,1,1,k,b,Mixed,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
260,Feminine,Feminine,2,2,1,0,f,i,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
261,Masculine,Neutral,3,1,1,1,m,n,External,A,Arabic-Assimilated,Agentives,,Y,Y,Religion & Beliefs,NonSpec
262,Masculine,Masculine,4,2,1,1,b,l,External,A,Native,Underived,5-DIM,N,N,Food & Drink,
263,Masculine,Masculine,4,1,1,1,q,m,Internal,A,Native,Underived,5-DIM,N,N,Food & Drink,
264,Masculine,Masculine,3,1,1,1,n,l,External,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
265,Masculine,Masculine,5,1,1,1,g,m,No Plural,A,Native,Action Nouns,,N,N,Food & Drink,
266,Masculine,Masculine,2,1,1,0,χ,a,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
267,Masculine,Masculine,2,1,1,1,s,d,Mixed,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
268,Feminine,Feminine,4,2,1,0,g,i,Internal,A,Native,Action Nouns,,N,N,Motion & Transportation,
269,Masculine,Masculine,4,1,1,1,f,ħ,External,A,Arabic-Assimilated,Underived,5-POLY,Y,Y,Agriculture & Vegetation,NonSpec
270,Masculine,Masculine,4,1,1,1,ħ,ʃ,No Plural,A,Native,Underived,,N,N,Language & Music,
271,Masculine,Masculine,4,1,1,1,ʒ,d,External,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
272,Masculine,Masculine,4,1,1,1,ʒ,d,External,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
273,Masculine,Masculine,6,1,1,1,s,s,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
274,Masculine,Neutral,3,1,1,0,n,u,Internal,A,Native,Underived,,Y,Y,Mankind,NonSpec
275,Masculine,Neutral,4,1,1,1,n,d,External,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
276,Masculine,Masculine,4,1,1,1,ʃ,g,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
277,Masculine,Masculine,3,1,1,1,f,k,No Plural,A,Native,Action Nouns,,N,N,Mind & Thought,
278,Masculine,Masculine,4,1,1,1,n,ʃ,External,A,Native,Underived,5-POLY,Y,Y,Social Relations,NonSpec
279,Masculine,Masculine,4,1,1,1,r,j,External,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
280,Masculine,Masculine,4,1,1,1,b,j,External,A,Native,Underived,,N,N,Mind & Thought,
281,Masculine,Masculine,3,2,1,0,f,u,No Plural,A,Native,Action Nouns,,N,N,Social Relations,
282,Masculine,Masculine,3,0,1,1,z,n,No Plural,A,Native,Underived,,N,N,Quantity & Number,
283,Masculine,Masculine,3,1,1,0,χ,u,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
284,Masculine,Masculine,4,1,1,1,z,r,No Plural,A,Native,Action Nouns,,N,N,Agriculture & Vegetation,
285,Feminine,Feminine,2,2,1,0,ʁ,i,No Plural,A,Native,Underived,,N,N,Emotion,
286,Masculine,Masculine,3,2,1,0,s,i,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
287,Masculine,Masculine,3,1,1,1,b,n,External,A,Native,Underived,,N,N,Body Parts & Functions,
288,Masculine,Masculine,4,1,1,1,g,d,External,A,Native,Underived,5-DIM,N,Y,Body Parts & Functions,NonSpec
289,Masculine,Neutral,3,2,1,1,n,f,Internal,A,Native,Agentives,,N,Y,Agriculture & Vegetation,NonSpec
290,Masculine,Neutral,4,2,1,0,m,u,Internal,A,Native,Agentives,,N,Y,Quantity & Number,NonSpec
291,Masculine,Masculine,3,1,1,1,m,d,External,A,Native,Underived,,N,N,Sense Perception,
292,Masculine,Masculine,4,2,1,1,m,l,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
293,Masculine,Masculine,3,1,1,1,d,g,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
294,Masculine,Masculine,3,2,1,0,n,u,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
295,Masculine,Masculine,3,2,1,0,ʕ,i,No Plural,A,Arabic-Assimilated,Underived,,N,N,Time,
296,Feminine,Feminine,4,2,1,0,ʒ,i,Internal,A,Native,Underived,1-AUG,N,N,Clothing & Adornment,
297,Masculine,Masculine,2,1,1,1,d,d,Mixed,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
298,Masculine,Masculine,3,1,1,1,ʁ,d,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
299,Masculine,Masculine,4,1,1,1,m,d,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
300,Masculine,Masculine,3,1,1,1,n,z,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
301,Masculine,Masculine,3,1,1,0,b,i,No Plural,A,Arabic-Assimilated,Underived,,N,N,Social Relations,
302,Masculine,Masculine,3,2,1,0,k,u,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
303,Masculine,Masculine,4,0,1,1,m,d,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
304,Masculine,Masculine,3,2,1,1,ʁ,r,No Plural,A,Native,Underived,,N,N,Motion & Transportation,
305,Masculine,Neutral,4,1,1,1,m,χ,Internal,A,Native,Agentives,,N,Y,Physical Acts & Materials,NonSpec
306,Masculine,Masculine,3,1,1,1,s,j,External,A,Native,Result of Verbal Action - WIP,,N,N,Physical Acts & Materials,
307,Masculine,Masculine,2,1,1,0,n,i,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
308,Masculine,Masculine,5,0,1,1,s,d,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
309,Masculine,Masculine,4,1,1,0,s,u,External,A,Native,Action Nouns,,N,N,Sense Perception,
310,Masculine,Masculine,3,1,1,1,b,ʒ,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
311,Masculine,Masculine,3,1,1,1,l,ʒ,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
312,Masculine,Masculine,4,1,1,1,b,r,External,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
313,Masculine,Masculine,3,2,1,0,l,i,Mixed,A,Native,Underived,,N,N,Physical Acts & Materials,
314,Masculine,Neutral,4,1,1,1,f,ʃ,External,A,Native,Underived,,Y,Y,Body Parts & Functions,NonSpec
315,Masculine,Masculine,3,1,1,1,s,d,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
316,Masculine,Masculine,4,1,1,1,b,j,External,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
317,Masculine,Neutral,4,1,1,1,m,r,External,A,Native,Underived,,Y,Y,Mind & Thought,NonSpec
318,Masculine,Masculine,4,1,1,1,k,b,External,A,Arabic-Assimilated,Agentives,5-POLY,Y,Y,Agriculture & Vegetation,NonSpec
319,Feminine,Feminine,3,1,1,1,m,j,No Plural,A,Native,Action Nouns,,N,N,Warfare & Hunting,
320,Masculine,Masculine,3,2,1,0,f,i,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
321,Masculine,Masculine,3,1,1,1,z,r,No Plural,A,Native,Action Nouns,,N,N,Agriculture & Vegetation,
322,Masculine,Masculine,4,1,1,1,z,r,External,A,Native,Agentives,5-POLY,Y,Y,Agriculture & Vegetation,NonSpec
323,Masculine,Masculine,5,2,1,0,l,u,Internal,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
324,Masculine,Masculine,5,1,1,0,g,u,No Plural,A,Native,Stative Noun - WIP,,N,N,Physical Acts & Materials,
325,Masculine,Masculine,4,1,1,1,r,s,External,A,Native,Underived,5-POLY,Y,Y,Social Relations,NonSpec
326,Masculine,Neutral,3,2,1,1,n,m,Internal,A,Arabic-Assimilated,Agentives,,Y,Y,Spatial Relations,NonSpec
327,Masculine,Masculine,3,1,1,1,g,r,Internal,A,Native,Underived,5-DIM,N,N,Spatial Relations,
328,Masculine,Masculine,3,1,1,1,f,g,Mixed,A,Native,Underived,,N,N,Spatial Relations,
329,Masculine,Masculine,4,1,1,1,g,d,No Plural,A,Native,Underived,,N,N,Spatial Relations,
330,Masculine,Neutral,2,1,1,0,r,i,Mixed,A,Native,Underived,,Y,Y,Mankind,NonSpec
331,Masculine,Masculine,3,1,1,1,g,s,Internal,A,Native,Underived,,N,N,Religion & Beliefs,
332,Masculine,Masculine,4,1,1,1,r,s,No Plural,A,Native,Underived,,N,N,Religion & Beliefs,
333,Masculine,Masculine,3,1,1,1,s,j,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
334,Masculine,Masculine,4,1,1,1,b,g,No Plural,A,Native,Stative Noun - WIP,,N,N,Body Parts & Functions,
335,Masculine,Masculine,2,1,1,0,f,a,No Plural,A,Native,Underived,,N,N,Social Relations,
336,Masculine,Masculine,5,1,1,1,n,f,No Plural,A,Native,Stative Noun - WIP,,N,N,Mind & Thought,
337,Masculine,Neutral,5,2,1,1,n,f,External,A,Native,Agentives,,Y,Y,Mind & Thought,NonSpec
338,Masculine,Neutral,4,1,1,1,m,f,External,A,Arabic-Assimilated,Underived,,Y,Y,Possession & Trade,NonSpec
339,Masculine,Masculine,4,1,1,1,m,z,No Plural,A,Native,Stative Noun - WIP,,N,N,Body Parts & Functions,
340,Masculine,Masculine,4,1,1,1,n,m,No Plural,A,Native,Action Nouns,,N,N,Dwellings & Furniture,
341,Masculine,Masculine,4,1,1,1,k,m,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
342,Masculine,Masculine,4,1,1,1,t,ʕ,External,A,Arabic-Assimilated,Agentives,5-POLY,Y,Y,Emotion,NonSpec
343,Masculine,Masculine,3,1,1,1,s,d,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
344,Masculine,Neutral,3,2,1,1,z,j,External,A,Native,Agentives,,Y,Y,Quantity & Number,NonSpec
345,Feminine,Feminine,2,2,1,0,z,i,No Plural,A,Native,Stative Noun - WIP,,N,N,Quantity & Number,
346,Feminine,Feminine,3,0,1,1,z,f,External,A,Native,Underived,,N,N,Body Parts & Functions,
347,Feminine,Feminine,3,1,1,1,z,f,External,A,Native,Underived,,N,N,Body Parts & Functions,
348,Masculine,Masculine,4,1,1,1,ʕ,r,External,A,Arabic-Assimilated,Underived,5-POLY,Y,Y,Possession & Trade,NonSpec
349,Masculine,Masculine,4,1,1,1,s,n,External,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
350,Masculine,Masculine,4,1,1,1,z,m,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
351,Masculine,Masculine,4,1,1,1,k,d,External,A,Native,Action Nouns,5-UNIT,N,N,Physical Acts & Materials,
352,Masculine,Masculine,3,0,1,1,z,z,Internal,A,Native,Underived,,N,N,Time,
353,Masculine,Masculine,3,1,1,1,z,w,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
354,Masculine,Masculine,3,1,1,1,ʁ,l,External,A,Native,Underived,,Y,Y,Religion & Beliefs,NonSpec
355,Masculine,Neutral,4,1,1,1,ʁ,f,External,A,Native,Agentives,,Y,Y,Possession & Trade,NonSpec
356,Masculine,Masculine,4,1,1,1,s,ʁ,No Plural,A,Native,Action Nouns,,N,Y,Animals,NonSpec
357,Masculine,Neutral,4,1,1,1,n,b,Internal,A,Arabic-Assimilated,Agentives,,Y,Y,Body Parts & Functions,NonSpec
358,Masculine,Masculine,3,1,1,1,f,r,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
359,Feminine,Feminine,2,1,1,0,m,a,Mixed,A,Native,Underived,1-AUG,N,N,Physical World,
360,Masculine,Masculine,3,1,1,1,m,d,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
361,Masculine,Masculine,4,2,1,0,l,u,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
362,Masculine,Masculine,3,1,1,1,s,w,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
363,Masculine,Masculine,3,2,1,0,g,u,No Plural,A,Native,Action Nouns,,N,N,Emotion,
364,Masculine,Masculine,4,1,1,1,m,j,External,A,Native,Underived,,N,N,Physical Acts & Materials,
365,Masculine,Masculine,4,1,1,1,b,ʃ,External,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
366,Feminine,Feminine,2,2,1,0,ʁ,i,External,A,Native,Action Nouns,,N,N,Body Parts & Functions,
367,Masculine,Masculine,3,1,1,1,s,ʁ,No Plural,A,Native,Action Nouns,,N,N,Agriculture & Vegetation,
368,Masculine,Neutral,4,1,1,1,m,g,Mixed,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
369,Masculine,Masculine,3,1,1,1,χ,j,No Plural,A,Native,Underived,,N,N,Time,
370,Masculine,Neutral,4,1,1,1,m,z,External,A,Arabic-Assimilated,Agentives,,Y,Y,Emotion,NonSpec
371,Masculine,Masculine,5,1,1,1,s,f,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
372,Masculine,Masculine,4,1,1,1,n,d,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
373,Masculine,Neutral,4,1,1,1,m,w,External,A,Native,Agentives,,N,Y,Spatial Relations,NonSpec
374,Masculine,Neutral,4,2,1,0,z,i,Mixed,A,Arabic-Assimilated,Agentives,,Y,Y,Emotion,NonSpec
375,Feminine,Feminine,2,1,1,0,ʁ,u,No Plural,A,Native,Unknown,,N,N,Mind & Thought,
376,Masculine,Masculine,5,2,1,1,ʒ,r,No Plural,A,Native,Underived,,N,N,Emotion,
377,Masculine,Masculine,4,0,1,1,g,n,No Plural,A,Native,Underived,,N,N,Food & Drink,
378,Masculine,Masculine,4,1,1,1,s,r,No Plural,A,Native,Action Nouns,,N,N,Emotion,
379,Masculine,Neutral,4,1,1,1,n,r,External,A,Native,Agentives,,Y,Y,Agriculture & Vegetation,NonSpec
380,Masculine,Masculine,5,1,1,1,s,d,Internal,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
381,Masculine,Masculine,4,1,1,1,n,k,Internal,A,Native,Underived,5-DIM,N,N,Motion & Transportation,
382,Feminine,Feminine,3,1,1,1,m,r,External,A,Native,Underived,,Y,Y,Mankind,Female
383,Feminine,Feminine,3,2,1,1,m,ʁ,External,A,Native,Underived,,Y,Y,Mankind,Female
384,Masculine,Masculine,4,1,1,1,s,ʁ,Mixed,A,Native,Underived,5-DIM,N,N,Physical World,
385,Masculine,Masculine,4,1,1,1,q,ħ,No Plural,A,Native,Underived,,N,N,Quantity & Number,
386,Masculine,Masculine,4,1,1,1,ħ,w,No Plural,A,Native,Underived,,N,N,Quantity & Number,
387,Masculine,Masculine,3,1,1,1,f,d,No Plural,A,Native,Underived,,N,N,Agriculture & Vegetation,
388,Masculine,Masculine,3,1,1,1,f,w,External,A,Native,Underived,,N,N,Language & Music,
389,Masculine,Masculine,4,1,1,1,b,g,No Plural,A,Native,Underived,,N,N,Food & Drink,
390,Masculine,Masculine,2,1,1,1,b,w,External,A,Native,Underived,5-DIM,N,N,Food & Drink,
391,Feminine,Feminine,3,1,1,0,z,i,Internal,A,Native,Underived,,N,N,Body Parts & Functions,
392,Masculine,Masculine,3,2,1,0,q,i,Mixed,A,Native,Underived,5-DIM,N,N,Food & Drink,
393,Masculine,Masculine,5,1,1,1,k,s,External,A,Native,Underived,5-DIM,N,N,Food & Drink,
394,Masculine,Masculine,4,2,1,1,b,g,External,A,Native,Underived,,N,N,Food & Drink,
395,Masculine,Masculine,3,2,1,0,k,i,Mixed,A,Native,Underived,5-UNIT,N,N,Agriculture & Vegetation,
396,Feminine,Feminine,3,1,1,1,s,j,External,A,Native,Instrumental Nouns,,N,N,Physical Acts & Materials,
397,Masculine,Masculine,3,1,1,1,ʒ,g,External,A,Native,Underived,5-UNIT,N,N,Agriculture & Vegetation,
398,Masculine,Neutral,3,2,1,0,s,i,External,A,Arabic-Assimilated,Underived,,N,Y,Language & Music,NonSpec
399,Masculine,Masculine,3,1,1,0,χ,u,No Plural,A,Native,Action Nouns,,N,N,Mind & Thought,
400,Masculine,Masculine,3,1,1,1,n,l,No Plural,A,Native,Action Nouns,,N,N,Mind & Thought,
401,Masculine,Masculine,4,1,1,1,f,j,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
402,Masculine,Neutral,3,1,1,1,m,l,External,A,Native,Underived,,Y,Y,Physical Acts & Materials,NonSpec
403,Masculine,Masculine,2,1,1,0,g,i,Mixed,A,Native,Underived,5-DIM,N,N,Physical World,
404,Masculine,Neutral,4,1,1,1,m,w,External,A,Native,Agentives,,N,Y,Mind & Thought,NonSpec
405,Masculine,Neutral,3,2,1,1,n,l,External,A,Native,Agentives,,N,Y,Mind & Thought,NonSpec
406,Masculine,Masculine,3,0,1,1,z,l,Mixed,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
407,Masculine,Masculine,4,1,1,1,f,n,External,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
408,Masculine,Masculine,3,2,1,0,f,u,Internal,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
409,Feminine,Feminine,3,1,1,1,ʁ,ʃ,Internal,A,Native,Underived,,N,N,Food & Drink,
410,Feminine,Feminine,3,1,1,1,ʃ,ʃ,Internal,A,Native,Underived,1-AUG,N,N,Physical Acts & Materials,
411,Masculine,Masculine,3,1,1,1,b,ʃ,Internal,A,Native,Underived,5-DIM,N,N,Food & Drink,
412,Masculine,Masculine,3,1,1,1,ʒ,j,No Plural,A,Native,Agentives,,N,N,Warfare & Hunting,
413,Masculine,Neutral,3,1,1,0,m,u,Mixed,A,Native,Agentives,,N,Y,Physical Acts & Materials,NonSpec
414,Masculine,Masculine,3,2,1,0,z,u,No Plural,A,Native,Action Nouns,,N,N,Time,
415,Feminine,Feminine,3,1,1,0,w,a,Mixed,A,Native,Underived,,N,N,Spatial Relations,
416,Masculine,Masculine,2,1,1,1,z,g,Mixed,A,Native,Underived,,N,N,Spatial Relations,
417,Masculine,Masculine,4,2,1,0,g,u,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
418,Masculine,Masculine,4,1,1,1,k,m,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
419,Masculine,Masculine,4,1,1,1,s,d,Mixed,A,Native,Underived,,N,N,Sense Perception,
420,Masculine,Masculine,3,2,1,0,ħ,u,Mixed,A,Native,Action Nouns,5-UNIT,N,N,Physical Acts & Materials,
421,Masculine,Masculine,4,1,1,1,b,ʃ,Internal,A,Native,Underived,5-DIM,N,N,Food & Drink,
422,Feminine,Feminine,2,2,1,0,r,a,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
423,Masculine,Masculine,4,1,1,1,k,j,External,A,Native,Agentives,5-POLY,Y,Y,Food & Drink,NonSpec
424,Masculine,Neutral,4,2,1,0,m,i,Mixed,A,Native,Agentives,,Y,Y,Food & Drink,NonSpec
425,Masculine,Neutral,4,2,1,0,s,i,Internal,A,Native,Abnakliy,,Y,Y,Food & Drink,NonSpec
426,Masculine,Masculine,3,2,1,1,m,r,Mixed,A,Native,Underived,,N,N,Agriculture & Vegetation,
427,Masculine,Neutral,5,0,1,1,m,r,External,A,Arabic-Assimilated,Agentives,,Y,Y,Mind & Thought,NonSpec
428,Masculine,Neutral,4,0,1,1,m,l,Internal,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
429,Masculine,Masculine,5,2,1,1,s,z,External,A,Native,Instrumental Nouns,5-DIM,N,N,Language & Music,
430,Masculine,Masculine,6,1,1,1,m,r,External,A,Native,Underived,,N,N,Social Relations,
431,Feminine,Feminine,3,1,1,1,g,s,External,A,Native,Underived,,N,N,Food & Drink,
432,Masculine,Masculine,3,1,1,1,w,l,External,A,Native,Underived,,N,N,Body Parts & Functions,
433,Masculine,Neutral,3,1,1,1,f,χ,Mixed,A,Native,Underived,,Y,Y,Mankind,NonSpec
434,Masculine,Neutral,4,1,1,1,ʕ,l,External,A,Native,Underived,,Y,Y,Mankind,NonSpec
435,Masculine,Neutral,4,1,1,1,ʕ,s,External,A,Native,Occupational Nouns,5-POLY,Y,Y,Warfare & Hunting,NonSpec
436,Masculine,Neutral,3,1,1,1,n,f,External,A,Native,Agentives,,Y,Y,Warfare & Hunting,NonSpec
437,Masculine,Neutral,4,2,1,1,m,l,External,A,Native,Underived,,Y,Y,Possession & Trade,NonSpec
438,Masculine,Masculine,3,1,1,1,z,j,External,A,Native,Action Nouns,,N,N,Agriculture & Vegetation,
439,Masculine,Neutral,4,1,1,1,m,j,External,A,Native,Agentives,,Y,Y,Agriculture & Vegetation,NonSpec
440,Masculine,Neutral,4,0,1,1,z,d,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
441,Masculine,Neutral,4,1,1,1,d,l,Mixed,A,Native,Underived,,Y,Y,Mankind,NonSpec
442,Feminine,Feminine,4,2,1,0,n,u,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
443,Masculine,Masculine,2,1,1,1,f,d,Mixed,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
444,Masculine,Masculine,3,2,1,1,m,ʁ,External,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
445,Masculine,Masculine,5,1,1,1,f,l,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
446,Masculine,Masculine,3,2,1,1,h,r,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
447,Masculine,Masculine,4,1,1,1,d,l,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
448,Masculine,Masculine,4,1,1,1,m,q,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
449,Masculine,Masculine,4,1,1,1,t,l,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
450,Masculine,Masculine,2,1,1,0,k,a,Mixed,A,Native,Underived,,N,N,Body Parts & Functions,
451,Masculine,Neutral,3,1,1,0,m,u,Internal,A,Native,Agentives,,Y,Y,Agriculture & Vegetation,NonSpec
452,Masculine,Masculine,5,1,1,1,l,f,Mixed,A,Native,Underived,5-DIM,N,N,Food & Drink,
453,Feminine,Feminine,3,1,1,1,g,m,External,A,Native,Underived,1-AUG,N,N,Quantity & Number,
454,Masculine,Masculine,4,1,1,1,g,s,Internal,A,Native,Underived,5-DIM,N,N,Warfare & Hunting,
455,Feminine,Feminine,4,2,1,1,s,m,External,A,Native,Instrumental Nouns,,N,N,Dwellings & Furniture,
456,Feminine,Feminine,2,1,1,0,z,i,Internal,A,Native,Underived,,N,N,Food & Drink,
457,Masculine,Masculine,4,1,1,1,s,l,Internal,A,Native,Instrumental Nouns,5-DIM,N,N,Agriculture & Vegetation,
458,Masculine,Masculine,3,2,1,1,d,n,External,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
459,Feminine,Feminine,3,1,1,1,ʁ,ʃ,Internal,A,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
460,Masculine,Masculine,4,1,1,1,k,z,External,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
461,Masculine,Masculine,3,2,1,1,g,r,Internal,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
462,Masculine,Masculine,2,1,1,0,g,u,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
463,Masculine,Neutral,3,2,1,0,k,a,Mixed,A,Native,Underived,,N,Y,Animals,NonSpec
464,Masculine,Neutral,3,1,1,1,d,j,External,A,Native,Agentives,,N,Y,Quantity & Number,NonSpec
465,Masculine,Masculine,3,1,1,0,ʃ,i,Internal,A,Native,Underived,,N,N,Agriculture & Vegetation,
466,Masculine,Masculine,5,2,1,1,b,k,External,A,Native,Underived,,N,N,Physical World,
467,Masculine,Masculine,3,2,1,1,k,r,External,A,Native,Underived,,N,N,Motion & Transportation,
468,Masculine,Masculine,2,2,1,0,s,a,Mixed,A,Native,Underived,,N,N,Physical World,
469,Masculine,Masculine,3,1,1,1,m,j,External,A,Native,Action Nouns,,N,N,Warfare & Hunting,
470,Masculine,Masculine,3,1,1,1,χ,m,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
471,Masculine,Masculine,3,2,1,1,g,m,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
472,Masculine,Masculine,4,1,1,1,q,b,Mixed,A,Native,Underived,5-DIM,N,N,Mind & Thought,
473,Masculine,Neutral,4,1,1,1,m,ʁ,External,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
