y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Masculine,Masculine,Yes,Variable-Masc,External,A,N,gzzar,CCCVC,r,g,Y,butcher,boucher,Y,Arabic-Assimilated,Possession & Trade,NonSpec,311,Underived,1111-1111,5-POLY
Feminine,Feminine,Yes,Variable-Fem,Internal,A,N,saqqun,CVCCVC,n,s,N,plug,bouchon,N,Native,Physical Acts & Materials,,313,Instrumental Nouns,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,χχummi,CCVCCV,i,χ,N,sulk,bouderie,N,Native,Emotion,,315,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,!bluz,CCVC,z,b,N,mud,boue,N,Native,Physical World,,318,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,flufu,CCVCV,u,f,N,"bubbling, foaming","bouillonnement, écume",N,Native,Physical World,,323,Action Nouns,1111-0000,
Feminine,Feminine,Yes,Variable-Fem,Internal,A,N,ʕbbud,CCCVC,d,ʕ,N,pellet,boulette,N,Native,Physical Acts & Materials,,325,Underived,1111-1111,1-AUG
Masculine,Neutral,,Neutral,External,A,Y,!bggar,CCCVC,r,b,Y,"herdsman, cowherd",bouvier,Y,Native,Animals,NonSpec,326,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,mugaj,CVCVC,j,m,Y,cattle,bovin,N,Native,Animals,NonSpec,327,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,!sħurru,CCVCCV,u,s,N,braying,braiement,N,Native,Emotion,,328,Action Nouns,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!sskkid,CCCCVC,d,s,N,branch (of a tree),branche,N,Native,Agriculture & Vegetation,,331,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,lgammu,CCVCCV,u,l,N,flange,bride,N,Arabic-Assimilated,Physical Acts & Materials,,333,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!qttaʕ,CCCVC,ʕ,q,Y,"brigand, bandit",brigand,Y,Arabic-Assimilated,Possession & Trade,NonSpec,334,Underived,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Internal,A,Y,!mħrug,CCCVC,g,m,Y,burnt,brûlé,Y,Arabic-Assimilated,Body Parts & Functions,NonSpec,339,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,ħrrig,CCCVC,g,ħ,N,"burning, sharp pain","brûlure, douleur vive",N,Arabic-Assimilated,Body Parts & Functions,,342,Result of Verbal Action - WIP,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,ʃddir,CCCVC,r,ʃ,N,"bush, thicket","buisson, fourré",N,Native,Agriculture & Vegetation,,343,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,slħam,CCCVC,m,s,N,burnous,burnous,N,Native,Clothing & Adornment,,344,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,χnif,CCVC,f,χ,N,burnous,burnous,N,Native,Clothing & Adornment,,345,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,χidus,CVCVC,s,χ,N,burnous,burnous,N,Native,Clothing & Adornment,,346,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!ħdu,CCV,u,ħ,N,stash,cachette,N,Native,Spatial Relations,,350,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,gʒdmmur,CCCCCVC,r,g,N,parched cactus,cactus désséché,N,Native,Agriculture & Vegetation,,351,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,lkʷnnaʃ,CCCCVC,ʃ,l,N,notebook,cahier,N,Arabic-Assimilated,Language & Music,,353,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,A,N,!ħttid,CCCVC,d,ħ,N,clot,caillot,N,Native,Body Parts & Functions,,354,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ħzzar,CCCVC,r,ħ,N,cajolery,cajôlerie,N,Native,Language & Music,,356,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ħsasbi,CCVCCV,i,ħ,Y,"calculating, scheming person",calculateur,Y,Arabic-Assimilated,Mind & Thought,NonSpec,357,Abnakliy,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʕkkaz,CCCVC,z,ʕ,N,cane,canne,N,Arabic-Assimilated,Motion & Transportation,,359,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,qlmun,CCCVC,n,q,N,cap,capuchon,N,Native,Clothing & Adornment,,360,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,qllal,CCCVC,l,q,N,"carafe, head (pejorative).","carafe, tête (péj.)",N,Native,Food & Drink,,363,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,qrʃal,CCCVC,l,q,N,card,carde,N,Native,Language & Music,,365,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʒʒlliʒ,CCCCVC,ʒ,ʒ,N,tile,carreau,N,Arabic-Assimilated,Physical Acts & Materials,,370,Underived,1100-1111,5-UNIT
Masculine,Masculine,,Fixed-Masc,Internal,A,N,mazzr,CVCCC,r,m,N,cascade,cascade,N,Native,Physical World,,371,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,mrrag,CCCVC,g,m,Y,"breaker (e.g., stone breaker)",casseur,Y,Native,Physical Acts & Materials,NonSpec,375,Agentives,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,msnaj,CCCVC,j,m,Y,horse rider,cavalier,Y,Native,Motion & Transportation,NonSpec,378,Action Nouns,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,mnaj,CCVC,j,m,Y,horse rider,cavalier,Y,Native,Motion & Transportation,NonSpec,379,Agentives,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Internal,A,Y,mkrud,CCCVC,d,m,Y,what or who is scratched,ce ou celui qui est gratté,Y,Native,Body Parts & Functions,NonSpec,380,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!bukd,CVCC,d,b,N,blindness,cécité,N,Native,Body Parts & Functions,,381,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,Internal,A,Y,ʕzri,CCCV,i,ʕ,Y,single,célibataire,Y,Native,Mankind,NonSpec,386,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,bʃʃar,CCCVC,r,b,Y,one who announces ...,celui qui annonce...,Y,Arabic-Assimilated,Language & Music,NonSpec,387,Agentives,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,mrgul,CCCVC,l,m,Y,one that locks,celui/celle qui verrouille,Y,Native,Physical Acts & Materials,NonSpec,390,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,mlħaf,CCCVC,f,m,N,shawl,châle,N,Native,Clothing & Adornment,,394,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,ħanu,CVCV,u,ħ,N,room,chambre,N,Native,Dwellings & Furniture,,397,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,A,Y,!rʕm,CCC,m,r,Y,camel,chameau,N,Native,Animals,NonSpec,398,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,rffak,CCCVC,k,r,Y,chamel driver,chamelier,Y,Native,Animals,NonSpec,399,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,gʷrsl,CCCC,l,g,N,mushroom,champignon,N,Native,Agriculture & Vegetation,,401,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,marg,CVCC,g,m,N,"singing, poetry","chant, poésie",N,Native,Language & Music,,403,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,marir,CVCVC,r,m,Y,singer,chanteur,Y,Native,Language & Music,NonSpec,405,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,skrz,CCCC,z,s,N,plow,charrue,N,Native,Agriculture & Vegetation,,411,Instrumental Nouns,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,wwullu,CCVCCV,u,w,N,plow,charrue,N,Native,Agriculture & Vegetation,,412,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,gʷmr,CCC,r,g,N,hunting,chasse,N,Native,Warfare & Hunting,,413,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ngʷmr,CCCC,r,n,N,"hunting, fishing","chasse, pêche",N,Native,Warfare & Hunting,,414,Action Nouns,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ngʷmar,CCCVC,r,n,Y,hunter,chasseur,Y,Native,Warfare & Hunting,NonSpec,417,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!sjjad,CCCVC,d,s,Y,"hunter, fisherman","chasseur, pêcheur",Y,Arabic-Assimilated,Warfare & Hunting,NonSpec,418,Agentives,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Mixed,A,Y,!muʃʃ,CVCC,ʃ,m,Y,cat,chat,N,Native,Animals,NonSpec,419,Underived,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,msruj,CCCVC,j,m,Y,"skin abrasion, like a skinned knee","chauve, pelé",Y,Native,Body Parts & Functions,NonSpec,420,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʁaras,CVCVC,s,ʁ,N,path,chemin,N,Native,Motion & Transportation,,421,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,gʷmar,CCVC,r,g,Y,horse (intended for breeding),Etalon,N,Native,Animals,NonSpec,423,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,!kitar,CVCVC,r,k,Y,horse,cheval,N,Native,Animals,NonSpec,425,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!ʃrwid,CCCVC,d,ʃ,N,cloth,chiffon,N,Native,Physical Acts & Materials,,435,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Internal,A,Y,blbbuz,CCCCVC,z,b,Y,puppy,chiot,N,Native,Animals,NonSpec,436,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,ʃlħi,CCCV,i,ʃ,Y,speaker of Tashlhiyt,chleuh,Y,Native,Language & Music,NonSpec,437,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,ʁawsa,CVCCV,a,ʁ,N,thing,chose,N,Native,Quantity & Number,,438,Underived,0000-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,!rumi,CVCV,i,r,Y,Christian,chrétien,Y,Native,Religion & Beliefs,NonSpec,439,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,sraj,CCVC,j,s,N,"fall of feathers, of hair ...","chute de plumes, de poils...",N,Native,Body Parts & Functions,,440,Result of Verbal Action - WIP,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,gzzaj,CCCVC,j,g,N,"vaccination scar, scarification","cicatrice de vaccination, scarification",N,Native,Body Parts & Functions,,441,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,!smdl,CCCC,l,s,N,cemetery,cimetière,N,Native,Religion & Beliefs,,445,Instrumental Nouns,1111-0000,
Masculine,Neutral,,Neutral,Mixed,A,Y,χʷmasi,CCVCV,i,χ,Y,fifth,cinquième,N,Arabic-Assimilated,Quantity & Number,NonSpec,447,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ħʒʒam,CCCVC,m,ħ,Y,"circumciser, hairdresser","circonciseur, coiffeur",Y,Native,Body Parts & Functions,NonSpec,449,Underived,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!msmar,CCCVC,r,m,N,nail,clou,N,Arabic-Assimilated,Physical Acts & Materials,,453,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,ʁʷmmir,CCCVC,r,ʁ,N,corner,coin,N,Native,Spatial Relations,,459,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,mqllq,CCCCC,q,m,Y,someone who is choleric or anxious,colèreux,Y,Arabic-Assimilated,Emotion,NonSpec,464,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!rmmʷad,CCCVC,d,r,N,colic,colique,N,Native,Body Parts & Functions,,465,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,zlag,CCVC,g,z,N,braided wire necklace,collier en fil tressé,N,Native,Clothing & Adornment,,466,Action Nouns,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,milla,CVCCV,a,m,Y,dove,colombe,N,Native,Animals,NonSpec,472,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,ʃamuʃ,CVCVC,ʃ,ʃ,N,column,colonne,N,Native,Dwellings & Furniture,,473,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,A,N,dχʷs,CCC,s,d,N,colostrum,colostrum,N,Native,Body Parts & Functions,,475,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,bddu,CCCV,u,b,N,beginning,commencement,N,Arabic-Assimilated,Time,,476,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,mawal,CVCVC,l,m,N,"commentary, dictionary","commentaire, dictionnaire",N,Native,Language & Music,,478,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,smmun,CCCVC,n,s,Y,companion,compagnon,Y,Native,Social Relations,NonSpec,479,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,smun,CCVC,n,s,Y,companion,compagnon,Y,Native,Social Relations,NonSpec,480,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,mglaj,CCCVC,j,m,Y,conductor of beasts,conducteur de bêtes,Y,Native,Animals,NonSpec,486,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,glaj,CCVC,j,g,N,conduct,conduite,N,Native,Social Relations,,489,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,baraz,CVCVC,z,b,N,showdown,confrontation,N,Arabic-Assimilated,Social Relations,,490,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,siʁaʁ,CVCVC,ʁ,s,Y,conger (fish),congre,N,Native,Animals,NonSpec,491,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,!mʃiwr,CCVCC,r,m,N,"consultation, negotiation","consultation, négociation",N,Arabic-Assimilated,Social Relations,,496,Action Nouns,1111-1111,5-UNIT
Masculine,Neutral,,Neutral,External,A,Y,slajmi,CCVCCV,i,s,Y,converted to Islam,converti à l'islam,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,498,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,mdraw,CCCVC,w,m,Y,guest,convive,Y,Native,Social Relations,NonSpec,499,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,sram,CCVC,m,s,N,shavings,copeau,N,Native,Physical Acts & Materials,,501,Action Nouns,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,fullus,CVCCVC,s,f,Y,chicken / rooster,poulet / coq,N,Native,Animals,NonSpec,503,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,gajwar,CVCCVC,r,g,Y,raven,corbeau,N,Native,Animals,NonSpec,504,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,dinan,CVCVC,n,d,N,chord (music),corde (musique),N,Native,Language & Music,,506,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,!gttus,CCCVC,s,g,N,thick rope,corde épaisse,N,Native,Physical Acts & Materials,,507,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʁzdis,CCCVC,s,ʁ,N,rib,côte,N,Native,Body Parts & Functions,,510,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,sawn,CVCC,n,s,N,coast,côte,N,Native,Physical World,,511,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,!mggrd,CCCCC,d,m,N,"neck, neck","cou, nuque",N,Native,Body Parts & Functions,,512,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,ʁgʷmmi,CCCCV,i,ʁ,N,corridor,couloir,N,Native,Dwellings & Furniture,,517,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,dasil,CVCVC,l,d,N,kick,coup de pied,N,Native,Motion & Transportation,,518,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,sarag,CVCVC,g,s,N,"courtyard, patio","cour, patio",N,Native,Dwellings & Furniture,,522,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Internal,A,Y,gzzajlu,CCCVCCV,u,g,Y,"person who is short, small","court, de petite taille",Y,Native,Spatial Relations,NonSpec,528,Azddayru,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,dllal,CCCVC,l,d,Y,broker,courtier,Y,Native,Possession & Trade,NonSpec,529,Underived,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!smsar,CCCVC,r,s,Y,broker,courtier,Y,Arabic-Assimilated,Possession & Trade,NonSpec,530,Underived,1111-1111,5-POLY
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,sksu,CCCV,u,s,N,couscoussier,couscoussier,N,Native,Food & Drink,,531,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,sdl,CCC,l,s,N,lid,couvercle,N,Native,Physical Acts & Materials,,535,Instrumental Nouns,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,srgul,CCCVC,l,s,N,lid,couvercle,N,Native,Physical Acts & Materials,,536,Instrumental Nouns,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!frsad,CCCVC,d,f,N,blanket,couverture,N,Native,Dwellings & Furniture,,537,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʕban,CCVC,n,ʕ,N,blanket,couverture,N,Native,Dwellings & Furniture,,538,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,faggu,CVCCV,u,f,N,blanket,couverture,N,Native,Dwellings & Furniture,,539,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,Mixed,A,N,qaʃʃa,CVCCV,a,q,N,crest,crête,N,Native,Body Parts & Functions,,544,Underived,1111-1111,1-AUG
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ʁuzi,CVCV,i,ʁ,N,excavation,creusage,N,Native,Physical Acts & Materials,,545,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ʁʷjji,CCCV,i,ʁ,N,cry,cri,N,Native,Emotion,,547,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,brraħ,CCCVC,ħ,b,Y,"town crier, Bellman",crieur public,Y,Arabic-Assimilated,Language & Music,NonSpec,552,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!nzad,CCVC,d,n,N,horsehair,crin,N,Native,Body Parts & Functions,,553,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,A,N,ftas,CCVC,s,f,N,creek,crique,N,Native,Physical World,,554,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,kʷlib,CCVC,b,k,N,wooden hook,crochet en bois,N,Native,Physical Acts & Materials,,557,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,furi,CVCV,i,f,N,crust (due to a disease of the skin),croûte (due à une maladie de la peau),N,Native,Body Parts & Functions,,559,Underived,0000-1100,
Masculine,Neutral,,Neutral,External,A,Y,mumn,CVCC,n,m,Y,believer,croyant,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,560,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,buqqal,CVCCVC,l,b,N,"pitcher, jug",cruche,N,Native,Food & Drink,,561,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,qnqum,CCCVC,m,q,N,bronze jug,cruche en bronze,N,Native,Food & Drink,,562,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,nwal,CCVC,l,n,N,kitchen,cuisine,N,Native,Dwellings & Furniture,,565,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!gruʒʒm,CCVCCC,m,g,N,Incomplete cooking incompleteness,"cuisson incomplète, incomplétude",N,Native,Food & Drink,,567,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,χʷna,CCV,a,χ,N,"ass, rump",cul,N,Native,Body Parts & Functions,,569,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,!sud,CVC,d,s,N,"ass, rump",cul,N,Native,Body Parts & Functions,,570,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,Internal,A,N,gnunni,CCVCCV,i,g,N,somersault,culbute,N,Native,Motion & Transportation,,571,Action Nouns,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,fllaħ,CCCVC,ħ,f,Y,cultivator,cultivateur,Y,Arabic-Assimilated,Agriculture & Vegetation,NonSpec,574,Underived,1111-1111,5-POLY
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,ħwajʃ,CCVCC,ʃ,ħ,N,group dance,danse collective,N,Native,Language & Music,,575,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!ʒndid,CCCVC,d,ʒ,N,stinger,dard,N,Native,Body Parts & Functions,,578,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!ʒnʒid,CCCVC,d,ʒ,N,stinger,dard,N,Native,Body Parts & Functions,,579,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,sbbaqqs,CCCVCCC,s,s,N,stinger (insect),dard (d'insecte),N,Native,Body Parts & Functions,,581,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Internal,A,Y,nggu,CCCV,u,n,Y,of same age masc.,de même âge masc.,Y,Native,Mankind,NonSpec,583,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,nfsad,CCCVC,d,n,Y,debauched person,débauché,Y,Arabic-Assimilated,Social Relations,NonSpec,584,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʃrrig,CCCVC,g,ʃ,N,tear,déchirure,N,Native,Physical Acts & Materials,,586,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,frak,CCVC,k,f,N,"discovery, enlightenment (intellectual), divination","découverte, éveil (intellectuel), divination",N,Native,Mind & Thought,,588,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,nwwaʃ,CCCVC,ʃ,n,Y,informer,délateur,Y,Native,Social Relations,NonSpec,594,Underived,1111-1111,5-POLY
Masculine,Masculine,,Fixed-Masc,External,A,N,rw(w)aj,CCCVC,j,r,N,padding,délayage,N,Native,Physical Acts & Materials,,595,Action Nouns,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,bʒwaj,CCCVC,j,b,N,delirium,délire,N,Native,Mind & Thought,,596,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,fukku,CVCCV,u,f,N,"release of someone, liberation",délivrance,N,Native,Social Relations,,599,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,zgn,CCC,n,z,N,half,demi,N,Native,Quantity & Number,,605,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,χllu,CCCV,u,χ,N,demolition,démolition,N,Native,Physical Acts & Materials,,607,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,zuzzr,CVCCC,r,z,N,threshing of wheat,dépiquage de blé,N,Native,Agriculture & Vegetation,,613,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ʁuni,CVCV,i,ʁ,N,spite,dépit,N,Native,Emotion,,616,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,sitti,CVCCV,i,s,N,displacement,déplacement,N,Native,Motion & Transportation,,617,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,!bdan,CCVC,n,b,N,skin of animal,dépouille,N,Native,Body Parts & Functions,,618,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!gʷʒdad,CCCVC,d,g,Y,"animal without tail, can be used figuratively to humans",dépourvu de queue,N,Native,Body Parts & Functions,NonSpec,619,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Internal,A,Y,nakuf,CVCVC,f,n,Y,uprooted plant or herb,déraciné,N,Native,Agriculture & Vegetation,NonSpec,620,Agentives,1111-1111,
